,HasName,OutcomeType,IsCat,IsFemale,AgeuponOutcome,IsIntact
6548,1,Euthanasia,0,0,5.0,1
6549,0,Adoption,0,1,1.0,0
6550,0,Transfer,0,0,4.0,1
6551,1,Return_to_owner,0,1,0.3,0
6552,1,Transfer,1,1,0.1,1
6553,1,Transfer,0,0,10.0,0
6554,1,Adoption,0,0,0.7,0
6555,1,Return_to_owner,0,0,3.0,0
6556,1,Return_to_owner,0,1,11.0,0
6557,1,Adoption,1,0,0.2,0
6558,1,Adoption,0,1,1.0,0
6559,1,Return_to_owner,0,0,13.0,0
6560,1,Adoption,0,0,4.0,0
6561,1,Adoption,0,0,1.0,0
6562,1,Euthanasia,0,0,6.0,0
6563,0,Transfer,1,1,2.0,1
6564,1,Return_to_owner,0,1,3.0,0
6565,1,Transfer,0,1,0.3,1
6566,1,Transfer,1,0,0.2,0
6567,1,Return_to_owner,0,0,7.0,0
6568,1,Adoption,1,0,0.5,0
6569,1,Adoption,1,0,0.3,0
6570,0,Transfer,0,1,1.0,0
6571,1,Adoption,1,0,1.0,0
6572,1,Adoption,1,0,0.4,0
6573,0,Transfer,1,1,0.1,1
6574,0,Transfer,1,1,4.0,0
6575,1,Transfer,1,0,0.2,1
6576,1,Euthanasia,1,0,0.2,0
6577,1,Return_to_owner,0,1,3.0,1
6578,0,Transfer,1,0,0.2,1
6579,1,Transfer,0,1,10.0,0
6580,1,Euthanasia,0,0,2.0,1
6581,0,Transfer,1,0,0.0,1
6582,1,Euthanasia,0,0,3.0,1
6583,0,Transfer,1,1,1.0,1
6584,1,Return_to_owner,0,1,7.0,0
6585,1,Return_to_owner,0,1,2.0,0
6586,1,Adoption,1,1,0.2,1
6587,0,Transfer,1,0,0.1,1
6588,1,Return_to_owner,0,0,0.6,0
6589,1,Adoption,1,1,4.0,0
6590,1,Adoption,0,0,0.3,0
6591,0,Transfer,0,0,0.1,1
6592,1,Adoption,1,1,0.2,0
6593,0,Transfer,0,1,3.0,1
6594,1,Adoption,0,1,1.0,0
6595,1,Euthanasia,0,1,6.0,0
6596,1,Adoption,0,1,3.0,0
6597,1,Transfer,1,1,3.0,0
6598,1,Transfer,1,0,2.0,0
6599,1,Adoption,0,1,3.0,0
6600,1,Transfer,0,1,0.6,0
6601,1,Return_to_owner,0,0,2.0,0
6602,1,Transfer,0,1,0.6,0
6603,1,Adoption,1,0,0.2,1
6604,1,Transfer,1,0,1.0,0
6605,1,Adoption,0,1,0.5,0
6606,0,Adoption,1,1,0.2,0
6607,1,Adoption,0,0,0.2,0
6608,1,Transfer,1,1,6.0,0
6609,1,Transfer,1,0,7.0,0
6610,1,Transfer,0,0,2.0,1
6611,1,Adoption,0,1,0.1,0
6612,1,Transfer,0,0,10.0,1
6613,1,Adoption,1,0,0.2,0
6614,1,Adoption,1,0,0.2,0
6615,1,Adoption,0,1,4.0,0
6616,0,Transfer,1,0,0.1,1
6617,1,Adoption,1,1,0.2,0
6618,1,Adoption,0,0,1.0,0
6619,1,Adoption,1,1,1.0,0
6620,1,Return_to_owner,1,1,1.0,0
6621,1,Transfer,0,1,0.7,1
6622,1,Adoption,1,1,3.0,0
6623,1,Return_to_owner,0,1,4.0,0
6624,0,Adoption,1,1,0.2,0
6625,1,Return_to_owner,0,1,5.0,0
6626,1,Return_to_owner,0,1,6.0,0
6627,0,Transfer,1,-1,1.0,-1
6628,0,Euthanasia,0,1,0.2,1
6629,1,Adoption,0,0,1.0,0
6630,0,Euthanasia,1,1,0.3,1
6631,0,Euthanasia,0,0,2.0,1
6632,1,Adoption,0,0,0.8,0
6633,1,Return_to_owner,0,1,0.2,1
6634,0,Transfer,0,0,0.2,1
6635,1,Transfer,0,0,0.8,0
6636,0,Transfer,1,1,0.0,1
6637,0,Adoption,1,1,0.2,0
6638,0,Adoption,1,0,0.2,0
6639,0,Adoption,0,0,4.0,0
6640,1,Transfer,1,0,8.0,0
6641,1,Transfer,0,0,5.0,0
6642,0,Transfer,1,0,1.0,1
6643,1,Transfer,0,0,7.0,0
6644,1,Adoption,1,1,0.2,0
6645,1,Adoption,0,1,0.2,0
6646,0,Transfer,1,-1,2.0,-1
6647,0,Transfer,0,0,0.0,1
6648,1,Adoption,0,1,1.0,0
6649,0,Euthanasia,1,0,3.0,0
6650,0,Euthanasia,1,0,0.7,1
6651,1,Adoption,0,1,0.4,0
6652,1,Adoption,0,1,2.0,0
6653,0,Transfer,1,1,0.0,1
6654,1,Adoption,0,0,8.0,0
6655,1,Adoption,0,1,1.0,0
6656,0,Transfer,0,0,4.0,0
6657,1,Transfer,1,0,6.0,0
6658,1,Return_to_owner,0,1,13.0,0
6659,0,Transfer,1,1,1.0,1
6660,1,Return_to_owner,0,0,3.0,0
6661,1,Adoption,0,1,0.8,0
6662,0,Transfer,1,-1,1.0,-1
6663,1,Return_to_owner,0,1,3.0,0
6664,1,Return_to_owner,0,1,6.0,0
6665,1,Adoption,0,1,0.1,0
6666,1,Return_to_owner,0,1,16.0,0
6667,1,Return_to_owner,0,0,0.9,0
6668,1,Return_to_owner,0,0,2.0,0
6669,1,Adoption,0,0,2.0,0
6670,0,Transfer,1,0,0.1,1
6671,1,Adoption,0,0,2.0,1
6672,0,Transfer,0,1,0.3,0
6673,0,Euthanasia,1,0,8.0,1
6674,1,Return_to_owner,0,1,3.0,0
6675,1,Adoption,0,0,0.6,0
6676,1,Return_to_owner,0,0,5.0,0
6677,0,Transfer,1,0,0.1,1
6678,0,Transfer,1,1,1.0,1
6679,1,Return_to_owner,0,0,4.0,0
6680,1,Adoption,1,0,2.0,0
6681,1,Return_to_owner,0,1,8.0,0
6682,0,Adoption,0,1,0.3,0
6683,0,Euthanasia,1,1,10.0,1
6684,1,Adoption,1,1,0.2,0
6685,0,Transfer,1,0,0.0,1
6686,1,Euthanasia,1,1,0.2,1
6687,1,Adoption,1,0,0.2,0
6688,1,Adoption,1,0,10.0,0
6689,1,Adoption,1,0,0.2,0
6690,1,Adoption,1,0,0.4,0
6691,1,Transfer,1,0,1.0,0
6692,1,Adoption,0,0,2.0,0
6693,1,Adoption,0,0,0.2,0
6694,1,Adoption,0,1,0.2,0
6695,1,Adoption,0,0,0.9,0
6696,1,Return_to_owner,0,0,2.0,0
6697,1,Euthanasia,0,0,2.0,1
6698,1,Adoption,0,0,0.5,0
6699,1,Adoption,0,1,4.0,0
6700,0,Return_to_owner,1,1,2.0,0
6701,1,Transfer,1,1,0.5,0
6702,1,Adoption,1,1,0.2,0
6703,1,Adoption,0,1,1.0,0
6704,0,Transfer,0,0,1.0,0
6705,0,Euthanasia,1,1,2.0,0
6706,0,Transfer,0,0,1.0,0
6707,0,Transfer,1,-1,0.0,-1
6708,0,Transfer,0,0,2.0,0
6709,1,Adoption,0,1,1.0,0
6710,1,Adoption,1,0,0.2,0
6711,1,Return_to_owner,0,1,8.0,0
6712,1,Adoption,0,0,0.6,0
6713,0,Transfer,1,1,0.0,1
6714,1,Adoption,1,0,0.2,0
6715,0,Died,1,1,0.1,1
6716,0,Adoption,0,1,0.2,0
6717,1,Return_to_owner,0,0,1.0,1
6718,1,Return_to_owner,0,0,3.0,0
6719,1,Adoption,0,1,0.1,0
6720,0,Transfer,0,0,0.2,0
6721,1,Transfer,0,0,0.7,0
6722,0,Transfer,1,1,0.0,1
6723,1,Adoption,0,0,2.0,0
6724,1,Transfer,1,0,0.2,1
6725,1,Adoption,1,1,1.0,0
6726,1,Transfer,0,0,0.6,1
6727,1,Adoption,1,0,0.3,0
6728,0,Transfer,1,1,0.1,1
6729,0,Transfer,1,-1,0.0,-1
6730,0,Adoption,0,0,2.0,0
6731,1,Return_to_owner,0,0,2.0,0
6732,0,Transfer,1,0,0.0,1
6733,0,Transfer,0,0,0.2,1
6734,0,Adoption,1,0,0.3,0
6735,1,Transfer,0,1,0.2,0
6736,1,Transfer,0,0,1.0,1
6737,1,Transfer,1,1,0.8,0
6738,0,Euthanasia,0,0,4.0,1
6739,1,Return_to_owner,0,1,2.0,0
6740,0,Transfer,1,-1,2.0,-1
6741,0,Transfer,1,0,0.1,1
6742,1,Adoption,1,0,0.2,0
6743,0,Adoption,1,1,0.2,0
6744,1,Adoption,1,1,0.2,0
6745,1,Adoption,1,1,0.1,0
6746,1,Adoption,0,1,0.2,0
6747,1,Adoption,1,0,0.2,0
6748,1,Adoption,1,1,0.2,0
6749,1,Adoption,1,1,0.2,0
6750,1,Return_to_owner,0,1,4.0,0
6751,1,Transfer,1,1,0.2,0
6752,1,Adoption,1,1,0.2,0
6753,0,Transfer,0,0,0.1,1
6754,1,Adoption,1,0,0.1,1
6755,1,Return_to_owner,0,0,2.0,0
6756,1,Return_to_owner,0,0,5.0,0
6757,0,Adoption,1,0,0.2,0
6758,1,Transfer,0,0,2.0,0
6759,1,Return_to_owner,1,0,5.0,0
6760,1,Adoption,1,1,0.2,0
6761,1,Adoption,1,0,0.2,0
6762,1,Return_to_owner,0,0,2.0,1
6763,0,Transfer,1,1,0.3,1
6764,0,Adoption,0,0,0.2,0
6765,1,Adoption,0,1,2.0,0
6766,1,Transfer,0,0,1.0,0
6767,1,Adoption,0,1,16.0,0
6768,1,Return_to_owner,0,0,10.0,1
6769,1,Euthanasia,0,0,3.0,0
6770,0,Adoption,0,0,0.1,0
6771,1,Adoption,0,1,1.0,0
6772,1,Transfer,1,0,0.2,1
6773,0,Transfer,1,0,0.1,1
6774,1,Transfer,0,0,5.0,0
6775,1,Adoption,0,0,2.0,0
6776,1,Adoption,1,0,0.5,0
6777,0,Transfer,1,0,0.2,1
6778,1,Adoption,1,1,1.0,0
6779,1,Transfer,1,1,0.6,0
6780,1,Adoption,1,1,0.3,0
6781,1,Return_to_owner,0,0,3.0,0
6782,1,Return_to_owner,0,1,2.0,0
6783,0,Euthanasia,1,0,10.0,1
6784,1,Transfer,0,1,0.7,1
6785,0,Transfer,1,0,0.2,0
6786,1,Adoption,0,0,1.0,0
6787,1,Return_to_owner,0,0,7.0,0
6788,1,Transfer,0,0,0.4,1
6789,1,Adoption,0,1,1.0,0
6790,0,Transfer,1,0,2.0,1
6791,1,Return_to_owner,1,1,1.0,0
6792,0,Transfer,1,0,1.0,1
6793,0,Transfer,0,1,0.2,1
6794,1,Transfer,1,1,0.2,0
6795,1,Adoption,1,0,0.2,0
6796,1,Adoption,1,0,8.0,0
6797,1,Transfer,1,0,3.0,0
6798,1,Adoption,1,1,0.2,0
6799,0,Transfer,1,-1,0.0,-1
6800,1,Died,1,0,0.2,1
6801,1,Return_to_owner,0,1,11.0,0
6802,1,Transfer,0,0,0.8,1
6803,1,Return_to_owner,0,1,0.2,0
6804,1,Adoption,1,0,0.2,0
6805,1,Adoption,1,1,7.0,0
6806,1,Return_to_owner,1,0,4.0,0
6807,1,Adoption,0,0,1.0,0
6808,1,Adoption,0,1,0.2,0
6809,0,Transfer,1,1,4.0,0
6810,1,Adoption,0,0,5.0,0
6811,0,Adoption,0,0,0.2,0
6812,1,Transfer,0,0,0.1,1
6813,1,Euthanasia,1,1,9.0,0
6814,1,Return_to_owner,1,1,0.2,0
6815,1,Euthanasia,0,1,10.0,0
6816,0,Transfer,0,0,0.1,1
6817,1,Adoption,0,0,3.0,0
6818,0,Euthanasia,1,-1,0.1,-1
6819,0,Transfer,0,1,0.0,1
6820,1,Adoption,1,1,0.2,0
6821,0,Transfer,1,1,2.0,1
6822,1,Adoption,1,1,0.2,1
6823,0,Transfer,1,0,0.1,1
6824,0,Transfer,1,1,0.5,1
6825,1,Return_to_owner,0,0,10.0,1
6826,0,Euthanasia,0,0,13.0,1
6827,0,Transfer,1,0,0.0,1
6828,1,Adoption,0,1,0.3,0
6829,0,Adoption,1,1,2.0,0
6830,1,Transfer,1,1,2.0,0
6831,1,Adoption,0,0,3.0,0
6832,1,Adoption,0,1,1.0,0
6833,1,Transfer,0,1,8.0,1
6834,1,Adoption,1,1,0.4,0
6835,1,Transfer,0,0,0.3,0
6836,1,Transfer,0,0,0.3,0
6837,1,Return_to_owner,0,0,6.0,1
6838,0,Transfer,1,1,2.0,1
6839,0,Transfer,1,0,1.0,1
6840,1,Adoption,0,1,0.8,0
6841,1,Adoption,1,0,0.2,0
6842,0,Transfer,1,1,0.0,1
6843,1,Transfer,0,0,5.0,0
6844,1,Transfer,0,0,0.2,0
6845,1,Transfer,0,0,1.0,0
6846,1,Adoption,1,1,0.2,0
6847,1,Adoption,0,0,1.0,0
6848,1,Return_to_owner,0,0,3.0,0
6849,0,Transfer,0,0,0.1,1
6850,1,Return_to_owner,0,0,5.0,0
6851,1,Return_to_owner,0,1,11.0,0
6852,1,Return_to_owner,0,1,9.0,0
6853,1,Adoption,1,0,0.2,0
6854,1,Adoption,1,0,0.2,0
6855,0,Transfer,1,1,0.3,1
6856,0,Transfer,1,0,0.0,1
6857,1,Transfer,1,0,5.0,0
6858,1,Adoption,0,0,2.0,0
6859,1,Transfer,1,1,0.5,0
6860,1,Adoption,0,1,0.7,0
6861,1,Adoption,0,0,2.0,0
6862,1,Adoption,1,0,0.2,0
6863,0,Return_to_owner,0,0,0.1,1
6864,1,Transfer,1,0,0.3,1
6865,1,Adoption,0,1,2.0,0
6866,1,Transfer,0,1,0.2,0
6867,1,Transfer,0,1,2.0,0
6868,0,Transfer,1,1,0.3,1
6869,1,Euthanasia,0,1,2.0,0
6870,1,Adoption,0,1,2.0,0
6871,1,Adoption,1,1,0.2,0
6872,1,Adoption,0,0,0.2,0
6873,1,Adoption,0,0,1.0,0
6874,1,Return_to_owner,0,0,2.0,0
6875,1,Return_to_owner,0,0,4.0,0
6876,1,Transfer,1,1,1.0,0
6877,1,Adoption,0,0,1.0,0
6878,1,Adoption,0,1,0.2,0
6879,1,Adoption,1,1,0.8,1
6880,1,Transfer,1,1,5.0,0
6881,0,Transfer,1,1,1.0,1
6882,0,Transfer,1,-1,0.0,-1
6883,0,Transfer,1,-1,2.0,-1
6884,1,Adoption,0,0,0.8,0
6885,1,Adoption,0,0,0.2,0
6886,1,Return_to_owner,1,1,3.0,0
6887,0,Transfer,1,-1,0.0,-1
6888,1,Transfer,0,0,0.8,1
6889,0,Adoption,1,0,0.2,0
6890,1,Transfer,0,1,1.0,1
6891,1,Return_to_owner,0,0,4.0,0
6892,1,Return_to_owner,0,1,1.0,1
6893,1,Adoption,0,1,3.0,0
6894,1,Transfer,1,1,3.0,0
6895,0,Transfer,0,-1,0.0,-1
6896,1,Transfer,0,0,9.0,0
6897,1,Adoption,1,1,0.5,0
6898,1,Transfer,0,1,5.0,0
6899,0,Transfer,1,0,0.1,1
6900,1,Euthanasia,1,1,0.1,1
6901,1,Adoption,0,0,3.0,0
6902,1,Adoption,0,0,4.0,0
6903,0,Adoption,0,0,0.2,0
6904,1,Return_to_owner,0,0,1.0,0
6905,0,Transfer,1,-1,0.0,-1
6906,1,Adoption,1,0,0.2,0
6907,0,Transfer,1,1,0.8,1
6908,1,Adoption,0,0,1.0,0
6909,1,Transfer,0,0,1.0,0
6910,0,Transfer,0,0,5.0,0
6911,1,Transfer,0,0,4.0,0
6912,1,Transfer,1,0,0.5,1
6913,1,Adoption,0,1,1.0,0
6914,1,Adoption,1,1,13.0,0
6915,1,Adoption,0,1,2.0,0
6916,1,Return_to_owner,0,0,2.0,0
6917,1,Adoption,0,0,1.0,0
6918,1,Euthanasia,0,0,1.0,1
6919,1,Adoption,1,0,0.8,0
6920,0,Adoption,0,1,0.2,0
6921,0,Adoption,1,0,0.2,0
6922,1,Adoption,1,0,0.2,0
6923,0,Transfer,1,0,0.2,0
6924,1,Adoption,0,1,3.0,0
6925,1,Return_to_owner,0,0,2.0,1
6926,1,Return_to_owner,1,0,0.3,0
6927,1,Return_to_owner,0,0,4.0,0
6928,1,Adoption,0,1,4.0,0
6929,1,Return_to_owner,0,1,4.0,0
6930,1,Transfer,1,1,0.2,0
6931,0,Euthanasia,0,0,1.0,1
6932,0,Transfer,1,-1,0.0,-1
6933,1,Euthanasia,0,1,1.0,0
6934,1,Return_to_owner,0,1,9.0,0
6935,0,Adoption,0,1,0.2,0
6936,1,Adoption,0,0,5.0,0
6937,1,Adoption,0,1,1.0,0
6938,1,Adoption,0,0,2.0,0
6939,1,Adoption,0,1,2.0,0
6940,1,Adoption,0,1,2.0,0
6941,1,Adoption,0,1,0.2,0
6942,0,Transfer,0,0,3.0,0
6943,1,Adoption,1,1,0.3,0
6944,0,Transfer,0,0,2.0,0
6945,1,Return_to_owner,0,0,6.0,0
6946,0,Adoption,0,1,0.4,0
6947,0,Transfer,1,0,0.1,1
6948,1,Return_to_owner,0,0,4.0,0
6949,1,Adoption,0,1,8.0,0
6950,0,Adoption,1,1,0.3,0
6951,1,Transfer,0,0,2.0,0
6952,0,Transfer,0,1,0.2,1
6953,0,Euthanasia,1,0,1.0,1
6954,0,Transfer,1,1,1.0,1
6955,1,Return_to_owner,0,1,7.0,0
6956,1,Transfer,1,0,5.0,0
6957,1,Transfer,0,1,3.0,0
6958,1,Adoption,0,1,0.8,0
6959,1,Adoption,1,1,1.0,0
6960,1,Adoption,0,0,1.0,0
6961,0,Transfer,1,1,1.0,1
6962,0,Transfer,1,1,2.0,1
6963,0,Transfer,0,0,2.0,0
6964,0,Transfer,1,1,1.0,0
6965,1,Adoption,0,0,2.0,0
6966,1,Adoption,0,1,14.0,0
6967,1,Adoption,0,1,1.0,0
6968,1,Transfer,0,0,1.0,1
6969,1,Euthanasia,0,1,3.0,1
6970,1,Adoption,1,1,2.0,0
6971,1,Adoption,0,1,0.2,0
6972,0,Transfer,0,0,0.1,1
6973,1,Return_to_owner,0,1,1.0,1
6974,0,Transfer,1,1,1.0,1
6975,1,Transfer,0,0,2.0,0
6976,1,Adoption,0,0,0.6,0
6977,0,Transfer,0,0,0.1,1
6978,0,Transfer,0,0,0.2,1
6979,1,Return_to_owner,0,1,7.0,0
6980,1,Return_to_owner,0,0,11.0,0
6981,1,Adoption,0,0,7.0,0
6982,1,Return_to_owner,0,0,6.0,0
6983,1,Return_to_owner,0,0,6.0,0
6984,0,Adoption,1,1,0.2,0
6985,1,Adoption,1,1,3.0,0
6986,1,Adoption,1,0,0.2,1
6987,0,Transfer,1,0,1.0,1
6988,0,Transfer,1,0,2.0,1
6989,1,Euthanasia,1,0,2.0,0
6990,0,Transfer,1,-1,1.0,-1
6991,0,Adoption,1,0,0.2,0
6992,1,Adoption,0,0,2.0,0
6993,1,Transfer,0,0,0.7,1
6994,0,Transfer,1,1,2.0,1
6995,0,Transfer,1,-1,1.0,-1
6996,1,Transfer,0,1,1.0,0
6997,1,Transfer,0,1,4.0,0
6998,1,Return_to_owner,0,1,11.0,0
6999,1,Adoption,0,0,1.0,0
7000,1,Adoption,0,0,5.0,0
7001,1,Adoption,0,1,1.0,0
7002,1,Adoption,1,1,0.3,0
7003,1,Transfer,1,1,0.6,0
7004,1,Transfer,0,1,2.0,0
7005,0,Transfer,1,-1,0.0,-1
7006,1,Return_to_owner,1,1,7.0,0
7007,1,Adoption,1,0,6.0,0
7008,1,Adoption,0,0,4.0,0
7009,0,Adoption,1,0,0.1,0
7010,1,Return_to_owner,0,0,8.0,0
7011,0,Transfer,1,0,6.0,1
7012,1,Return_to_owner,0,0,7.0,0
7013,0,Transfer,1,0,0.6,1
7014,0,Transfer,1,0,0.0,1
7015,1,Transfer,0,0,2.0,0
7016,1,Transfer,1,1,1.0,0
7017,1,Transfer,1,0,0.1,1
7018,1,Transfer,0,0,5.0,0
7019,1,Euthanasia,0,1,3.0,0
7020,1,Transfer,0,1,9.0,0
7021,0,Transfer,1,0,1.0,1
7022,1,Transfer,0,0,1.0,0
7023,1,Died,1,0,0.1,1
7024,1,Transfer,0,0,0.5,1
7025,1,Adoption,0,1,0.4,0
7026,1,Transfer,0,1,1.0,0
7027,0,Transfer,1,1,0.0,1
7028,1,Adoption,0,1,1.0,0
7029,0,Adoption,0,1,0.2,0
7030,1,Transfer,1,1,0.7,1
7031,1,Transfer,0,1,3.0,0
7032,0,Transfer,1,0,0.1,1
7033,0,Transfer,1,-1,0.0,-1
7034,1,Euthanasia,0,0,3.0,1
7035,0,Transfer,1,0,0.0,1
7036,1,Return_to_owner,0,1,1.0,0
7037,0,Transfer,0,0,1.0,0
7038,1,Adoption,1,1,0.2,0
7039,0,Transfer,0,1,0.4,0
7040,1,Return_to_owner,0,1,8.0,0
7041,1,Return_to_owner,1,1,15.0,0
7042,1,Return_to_owner,0,1,11.0,1
7043,0,Adoption,0,0,1.0,0
7044,0,Adoption,0,1,0.3,0
7045,1,Adoption,1,1,6.0,0
7046,1,Adoption,0,0,0.2,1
7047,0,Transfer,1,-1,0.0,-1
7048,1,Return_to_owner,0,0,3.0,0
7049,0,Transfer,0,1,0.2,1
7050,1,Adoption,0,0,0.2,0
7051,1,Transfer,0,0,4.0,0
7052,0,Adoption,1,1,0.2,0
7053,1,Return_to_owner,0,0,2.0,0
7054,1,Transfer,1,1,2.0,0
7055,1,Return_to_owner,0,0,7.0,0
7056,0,Transfer,0,1,3.0,1
7057,1,Transfer,1,1,0.8,0
7058,1,Return_to_owner,0,0,2.0,1
7059,1,Return_to_owner,0,0,2.0,1
7060,0,Transfer,1,1,0.1,1
7061,1,Adoption,1,0,0.1,0
7062,1,Adoption,1,0,9.0,0
7063,1,Adoption,1,1,0.2,1
7064,0,Adoption,1,0,0.2,0
7065,0,Euthanasia,0,0,2.0,1
7066,0,Transfer,1,0,1.0,0
7067,1,Return_to_owner,0,1,0.7,0
7068,1,Transfer,1,0,0.1,1
7069,1,Return_to_owner,0,0,1.0,0
7070,0,Transfer,1,0,2.0,0
7071,1,Euthanasia,0,1,3.0,0
7072,1,Return_to_owner,0,1,1.0,1
7073,1,Adoption,1,0,7.0,0
7074,1,Adoption,1,0,0.2,0
7075,0,Adoption,1,1,0.2,0
7076,1,Adoption,1,0,0.2,0
7077,1,Transfer,0,0,1.0,0
7078,0,Transfer,1,1,0.1,1
7079,1,Adoption,1,0,0.2,0
7080,1,Transfer,0,1,2.0,0
7081,0,Transfer,1,-1,0.3,-1
7082,1,Adoption,1,0,0.2,0
7083,1,Adoption,0,1,1.0,0
7084,1,Adoption,0,0,2.0,0
7085,1,Return_to_owner,0,1,3.0,0
7086,1,Adoption,1,1,2.0,1
7087,1,Return_to_owner,0,0,2.0,0
7088,1,Transfer,0,0,3.0,0
7089,1,Return_to_owner,1,0,1.0,0
7090,1,Adoption,0,0,1.0,0
7091,1,Died,1,0,0.1,1
7092,1,Adoption,1,0,0.2,0
7093,1,Adoption,0,1,2.0,0
7094,1,Adoption,0,1,0.2,0
7095,0,Euthanasia,1,1,1.0,1
7096,1,Euthanasia,0,0,0.1,1
7097,0,Transfer,1,-1,0.0,-1
7098,1,Adoption,0,0,1.0,0
7099,1,Adoption,1,1,0.2,0
7100,0,Transfer,1,0,0.1,1
7101,1,Adoption,0,0,2.0,0
7102,1,Adoption,0,1,2.0,0
7103,0,Transfer,1,-1,0.1,-1
7104,1,Adoption,0,1,3.0,0
7105,0,Transfer,0,0,0.2,1
7106,1,Return_to_owner,0,0,2.0,1
7107,1,Adoption,0,1,0.7,0
7108,1,Adoption,0,0,0.9,0
7109,1,Adoption,0,1,1.0,0
7110,1,Adoption,1,0,14.0,0
7111,1,Adoption,0,1,0.2,0
7112,0,Transfer,1,-1,0.0,-1
7113,1,Transfer,0,1,7.0,0
7114,1,Adoption,0,1,2.0,0
7115,0,Transfer,1,1,1.0,0
7116,0,Transfer,0,0,0.1,1
7117,0,Transfer,0,1,15.0,0
7118,1,Adoption,1,0,0.2,0
7119,1,Transfer,1,1,10.0,1
7120,1,Adoption,0,1,1.0,0
7121,1,Return_to_owner,0,1,2.0,0
7122,1,Transfer,0,0,3.0,0
7123,1,Return_to_owner,0,1,2.0,1
7124,1,Return_to_owner,0,0,4.0,0
7125,1,Adoption,0,1,9.0,0
7126,1,Return_to_owner,0,1,1.0,0
7127,1,Adoption,0,1,0.4,0
7128,1,Euthanasia,0,0,2.0,1
7129,1,Return_to_owner,1,1,15.0,0
7130,1,Return_to_owner,0,0,3.0,0
7131,0,Adoption,0,1,2.0,0
7132,1,Return_to_owner,0,0,2.0,0
7133,0,Transfer,1,0,1.0,1
7134,1,Euthanasia,0,1,3.0,0
7135,1,Transfer,1,1,0.5,0
7136,0,Transfer,1,-1,0.4,-1
7137,0,Euthanasia,1,1,2.0,0
7138,1,Adoption,1,1,0.3,0
7139,1,Transfer,1,0,0.1,1
7140,0,Adoption,0,1,0.2,0
7141,1,Adoption,0,1,0.2,0
7142,1,Return_to_owner,0,0,3.0,0
7143,1,Transfer,0,0,2.0,0
7144,0,Transfer,1,1,0.1,1
7145,1,Euthanasia,0,0,4.0,0
7146,1,Adoption,0,1,6.0,0
7147,1,Return_to_owner,0,1,2.0,0
7148,1,Euthanasia,1,0,0.1,1
7149,1,Return_to_owner,0,0,6.0,0
7150,0,Transfer,0,1,0.5,0
7151,1,Adoption,0,0,7.0,0
7152,0,Transfer,0,0,0.8,0
7153,1,Return_to_owner,0,0,4.0,0
7154,1,Transfer,1,0,0.8,0
7155,1,Adoption,0,1,1.0,0
7156,1,Adoption,0,1,3.0,0
7157,1,Return_to_owner,0,1,3.0,0
7158,1,Adoption,0,1,3.0,0
7159,1,Adoption,0,1,2.0,0
7160,1,Adoption,0,1,2.0,0
7161,0,Transfer,0,1,0.3,1
7162,0,Transfer,1,-1,0.0,-1
7163,0,Euthanasia,1,0,0.1,1
7164,1,Adoption,0,1,0.3,0
7165,1,Adoption,1,0,0.2,0
7166,1,Transfer,0,1,0.5,0
7167,1,Transfer,0,0,0.8,0
7168,1,Return_to_owner,0,1,2.0,0
7169,0,Transfer,0,1,0.1,1
7170,1,Adoption,0,0,0.8,0
7171,0,Transfer,1,1,0.1,1
7172,1,Adoption,0,0,0.1,0
7173,1,Adoption,1,1,0.2,0
7174,1,Return_to_owner,0,1,5.0,0
7175,0,Euthanasia,1,1,10.0,1
7176,0,Transfer,0,0,0.5,0
7177,0,Euthanasia,1,0,0.1,1
7178,0,Transfer,1,-1,2.0,-1
7179,1,Adoption,1,1,0.2,1
7180,1,Adoption,0,1,6.0,0
7181,1,Euthanasia,0,1,7.0,0
7182,1,Adoption,1,0,0.3,0
7183,1,Died,1,0,0.1,1
7184,1,Transfer,0,0,0.4,0
7185,0,Adoption,1,0,0.2,0
7186,0,Adoption,1,1,0.2,0
7187,0,Transfer,1,-1,0.1,-1
7188,1,Return_to_owner,0,0,2.0,0
7189,1,Transfer,1,0,0.1,1
7190,1,Adoption,0,1,4.0,0
7191,1,Return_to_owner,0,0,0.5,0
7192,1,Return_to_owner,0,0,0.2,0
7193,1,Adoption,1,0,0.2,0
7194,1,Adoption,0,1,0.2,1
7195,1,Transfer,0,0,8.0,0
7196,1,Transfer,1,0,0.1,1
7197,1,Adoption,0,0,6.0,0
7198,0,Transfer,1,0,0.1,1
7199,1,Adoption,0,0,0.1,0
7200,1,Adoption,0,1,0.2,0
7201,1,Adoption,0,1,6.0,0
7202,0,Adoption,0,0,0.8,0
7203,0,Transfer,1,1,0.0,1
7204,1,Transfer,0,0,1.0,0
7205,0,Transfer,1,0,1.0,1
7206,0,Euthanasia,0,-1,16.0,-1
7207,1,Return_to_owner,1,0,13.0,0
7208,1,Return_to_owner,0,0,3.0,0
7209,1,Return_to_owner,0,0,3.0,0
7210,1,Adoption,1,1,0.2,0
7211,1,Adoption,0,1,0.8,0
7212,1,Transfer,0,1,2.0,0
7213,0,Transfer,1,1,0.0,1
7214,1,Adoption,1,1,0.2,0
7215,1,Adoption,0,1,1.0,0
7216,0,Transfer,0,0,0.2,1
7217,1,Adoption,0,0,0.2,1
7218,1,Adoption,0,0,0.2,0
7219,1,Adoption,0,0,3.0,0
7220,1,Adoption,0,0,0.6,0
